protein,organism,ref,abbrv,chains,Ala,Cys,Asp,Glu,Phe,Gly,His,Ile,Lys,Leu,Met,Asn,Pro,Gln,Arg,Ser,Thr,Val,Trp,Tyr
tr|Q9V3C6,DROME,NA,Q9V3C6,1,47,3,13,21,15,70,53,12,15,34,1,7,43,17,7,83,17,16,0,31
tr|O76904,DROME,NA,O76904,1,129,11,106,169,73,133,57,77,58,321,29,94,109,157,135,132,96,161,32,39
tr|M9PGL2,DROME,NA,M9PGL2,1,32,4,16,31,5,24,17,14,21,26,9,26,16,18,21,21,21,20,2,14
tr|O46307,DROME,NA,O46307,1,52,4,76,102,17,39,10,23,83,52,12,25,29,55,48,58,28,31,5,22
tr|Q9W5A2,DROME,NA,Q9W5A2,1,6,1,4,23,1,6,36,6,13,12,1,3,6,4,0,8,4,9,0,8
tr|Q8IH14,DROME,NA,Q8IH14,1,16,2,30,17,10,66,46,17,15,15,25,48,28,32,20,20,12,12,1,11
tr|O18645,DROME,NA,O18645,1,42,7,28,29,22,40,22,43,36,49,19,21,43,28,26,37,26,43,4,17
sp|O76878,DROME,NA,RIPL,1,36,1,42,52,10,18,9,16,29,50,8,16,18,25,31,38,20,15,2,7
tr|D8FT09,DROME,NA,D8FT09,1,75,9,29,52,21,39,26,21,24,137,15,13,36,59,64,54,27,45,5,13
tr|O76877,DROME,NA,O76877,1,16,4,10,10,5,6,4,12,14,16,4,8,6,10,6,7,5,14,1,2
tr|O46308,DROME,NA,O46308,1,16,7,14,16,11,20,10,16,11,32,11,9,14,14,22,13,11,30,2,12
tr|M9PDG9,DROME,NA,M9PDG9,1,56,14,29,30,49,72,10,42,16,67,13,34,29,25,32,52,40,63,14,24
sp|O46102,DROME,NA,PAPD1,1,48,12,20,41,28,40,17,25,17,66,16,28,31,34,50,57,25,36,5,16
tr|O46099,DROME,NA,O46099,1,101,1,60,93,30,69,19,36,66,133,9,44,118,90,70,121,130,63,1,25
tr|Q7YZA4,DROME,NA,Q7YZA4,1,97,7,73,92,39,52,32,38,69,136,34,35,68,50,88,77,46,61,4,16
tr|Q9XZS9,DROME,NA,Q9XZS9,1,70,16,36,73,28,57,18,39,56,104,12,28,38,55,66,60,32,48,3,22
tr|Q9V3E4,DROME,NA,Q9V3E4,1,36,10,26,37,22,26,21,21,27,71,10,33,45,35,34,24,27,44,11,28
tr|Q9W588,DROME,NA,Q9W588,1,20,4,1,10,9,11,4,8,10,22,9,4,10,9,9,14,13,15,7,7
tr|O76899,DROME,NA,O76899,1,18,5,6,12,19,16,5,12,9,29,14,6,9,15,13,17,10,18,6,17
tr|Q9W584,DROME,NA,Q9W584,1,25,1,28,26,10,14,13,8,29,22,6,13,23,20,26,25,14,16,3,3
sp|O76902,DROME,NA,PKHF1,1,28,12,15,19,10,21,9,10,20,18,6,15,13,11,16,35,23,26,3,6
tr|Q9W579,DROME,NA,Q9W579,1,6,5,13,16,8,13,2,10,13,26,3,10,6,13,15,13,15,14,2,8
sp|Q24206,DROME,NA,BRC4,1,98,12,32,36,18,85,65,17,27,82,12,62,57,50,42,112,33,33,1,6
tr|B5RJG2,DROME,NA,B5RJG2,1,78,22,58,90,40,40,28,60,58,117,22,35,44,52,61,49,60,59,12,38
sp|Q9W568,DROME,NA,HFW1,1,38,23,25,34,15,25,24,36,21,60,15,50,39,28,25,53,49,21,9,21
tr|Q9V3N9,DROME,NA,Q9V3N9,1,48,6,24,33,23,54,26,23,24,42,13,25,29,30,24,53,27,36,8,10
tr|D8FT21,DROME,NA,D8FT21,1,4,2,6,3,2,1,4,6,5,3,0,3,8,2,2,9,1,7,0,1
sp|P38979,DROME,NA,RSSA,1,24,1,18,22,10,14,4,19,12,21,5,13,17,8,14,14,19,22,7,6
sp|Q9W589,DROME,NA,OFUT2,1,42,8,29,32,28,37,14,10,12,56,9,9,23,21,52,26,23,33,9,17
sp|Q9W590,DROME,NA,LSG1,1,31,4,35,57,21,28,17,21,41,65,15,28,33,31,51,34,32,40,7,15
tr|Q9W591,DROME,NA,Q9W591,1,28,7,8,20,10,14,9,3,9,39,4,3,9,12,25,22,8,22,5,3
sp|Q9NII1,DROME,NA,ADAR,1,44,12,29,37,23,46,15,42,55,59,20,40,37,32,29,53,35,44,4,20
sp|Q9XZT1,DROME,NA,MED18,1,12,5,9,17,8,13,4,10,10,27,12,10,13,10,17,13,6,15,0,6
tr|X2JA69,DROME,NA,X2JA69,1,86,20,51,62,47,58,47,37,42,184,20,37,42,78,64,72,35,64,16,35
sp|Q9W552,DROME,NA,VPS26,1,38,3,23,37,19,32,15,31,33,33,12,16,35,20,18,36,32,29,1,15
tr|Q9W550,DROME,NA,Q9W550,1,36,9,31,42,16,37,14,25,29,46,15,20,18,20,18,44,32,32,5,17
sp|Q9W549,DROME,NA,COA8,1,12,5,9,10,9,5,6,8,14,16,3,7,13,8,15,10,6,8,4,8
tr|Q9W547,DROME,NA,Q9W547,1,14,2,3,14,8,18,7,12,18,19,12,12,17,21,17,7,11,19,5,7
tr|Q9W542,DROME,NA,Q9W542,1,76,6,65,110,23,61,28,40,65,88,30,48,47,46,63,74,47,48,4,17
tr|Q9W543,DROME,NA,Q9W543,1,104,39,61,91,36,109,54,82,81,174,44,55,81,76,70,122,81,107,23,35
tr|O46094,DROME,NA,O46094,1,55,14,58,58,36,42,19,56,42,71,21,42,35,45,55,57,48,48,10,38
sp|Q9I7X6,DROME,NA,CARME,1,25,14,25,43,20,22,9,27,24,35,10,22,26,21,25,26,16,25,4,20
tr|O46079,DROME,NA,O46079,1,19,6,14,19,10,14,6,15,17,26,4,16,20,18,18,22,21,22,2,10
tr|Q9W528,DROME,NA,Q9W528,1,17,1,13,21,7,17,10,10,12,45,4,6,15,23,17,24,11,9,2,0
sp|O77264,DROME,NA,RTCA,1,25,7,16,12,9,33,11,20,17,39,13,14,15,20,22,24,20,32,1,11
sp|O77263,DROME,NA,TRMB,1,20,3,15,16,10,18,8,13,14,21,8,9,14,15,18,10,11,15,3,15
tr|Q960D4,DROME,NA,Q960D4,1,43,15,37,41,22,54,9,28,37,47,10,25,23,22,34,35,29,61,3,18
tr|Q9W531,DROME,NA,Q9W531,1,37,8,48,47,20,46,29,20,33,66,20,19,47,48,50,79,49,19,2,9
sp|P18091,DROME,NA,ACTN,1,70,12,58,88,33,42,23,48,58,97,28,51,32,51,61,39,48,41,15,29
sp|P20153,DROME,NA,USP,1,42,19,27,27,18,51,11,22,22,45,14,22,24,29,37,52,8,24,2,12
sp|Q8T4E1,DROME,NA,GPI8,1,22,5,25,18,22,18,7,21,19,27,9,19,14,13,21,24,19,35,3,14
sp|O46080,DROME,NA,SMG9,1,43,13,27,28,16,28,13,23,23,54,10,16,29,19,49,34,28,20,4,10
tr|Q9W541,DROME,NA,Q9W541,1,55,13,58,44,24,31,20,37,30,70,14,38,24,22,35,47,21,59,6,21
tr|Q7JUF8,DROME,NA,Q7JUF8,1,82,11,48,91,41,59,24,40,42,105,24,36,37,47,67,61,59,58,11,39
sp|Q8IRW8,DROME,NA,TRR,1,233,37,76,120,48,189,64,109,131,182,58,114,165,184,105,236,181,147,14,38
tr|Q9W551,DROME,NA,Q9W551,1,4,0,3,10,3,3,6,4,11,14,5,2,4,7,10,2,8,6,2,2
sp|O46084,DROME,NA,PGAM5,1,21,5,16,20,10,18,9,16,17,23,3,12,17,11,25,15,14,20,8,9
tr|O46085,DROME,NA,O46085,1,64,9,34,44,22,28,14,26,23,58,21,32,32,60,29,38,23,29,11,17
tr|Q7K7T1,DROME,NA,Q7K7T1,1,70,17,77,74,19,42,21,43,68,72,15,50,69,53,59,105,69,45,8,14
tr|F0JAK8,DROME,NA,F0JAK8,1,39,3,24,26,12,33,7,22,29,30,5,15,17,21,16,44,15,32,3,9
tr|O96824,DROME,NA,O96824,1,12,3,4,6,1,10,0,8,6,9,2,5,4,7,3,5,8,6,0,1
tr|Q9W525,DROME,NA,Q9W525,1,25,6,32,47,12,40,10,24,26,56,11,32,20,27,12,26,29,25,4,10
sp|P29349,DROME,NA,CSW,1,44,19,31,51,27,78,18,40,41,62,16,51,41,51,52,88,53,49,9,24
tr|Q7K511,DROME,NA,Q7K511,1,33,11,25,34,22,50,12,31,29,58,12,28,19,11,27,33,35,45,1,17
tr|M9PIS3,DROME,NA,M9PIS3,1,50,9,29,26,18,50,9,27,29,49,13,16,13,22,20,29,18,29,9,16
tr|O46052,DROME,NA,O46052,1,47,1,16,33,9,13,5,15,22,20,10,7,44,17,13,37,27,30,0,5
tr|O97418,DROME,NA,O97418,1,11,1,7,7,2,6,2,4,4,13,1,2,10,7,10,6,2,4,1,3
tr|X2JI29,DROME,NA,X2JI29,1,24,4,27,34,28,28,14,36,24,57,16,21,31,23,39,20,26,32,8,9
tr|O18399,DROME,NA,O18399,1,38,8,29,25,15,18,13,15,18,50,8,9,22,22,28,24,14,40,2,7
tr|Q4QPS4,DROME,NA,Q4QPS4,1,7,2,3,4,1,6,3,4,9,9,2,2,2,3,3,0,6,3,2,7
tr|Q9W509,DROME,NA,Q9W509,1,47,17,22,19,33,56,10,42,21,62,19,28,34,23,25,53,41,45,6,23
sp|P13468,DROME,NA,K10,1,17,1,13,9,13,46,14,14,32,12,29,50,77,56,21,30,5,12,3,9
tr|Q9W4Z9,DROME,NA,Q9W4Z9,1,40,4,37,20,20,31,22,16,32,53,23,17,17,23,38,31,37,54,3,17
sp|P11346,DROME,NA,KRAF1,1,39,17,31,41,29,36,28,37,35,78,19,42,45,47,51,71,36,35,6,16
tr|Q9W4Z1,DROME,NA,Q9W4Z1,1,83,7,51,84,23,57,13,51,89,87,16,60,149,70,56,164,81,74,3,16
tr|Q9W4Z2,DROME,NA,Q9W4Z2,1,12,3,7,3,2,13,3,13,17,18,3,6,9,10,11,4,10,14,0,3
tr|A0A3Q7YJG5,DROME,NA,A0A3Q7YJG5,1,21,1,11,13,7,15,1,11,10,23,3,8,9,10,10,11,9,19,1,8
tr|Q29R09,DROME,NA,Q29R09,1,20,5,24,36,11,28,9,26,25,39,8,18,24,21,18,31,19,21,4,10
tr|Q9W501,DROME,NA,Q9W501,1,31,14,19,25,15,15,17,17,17,53,6,20,12,24,30,35,10,18,7,13
tr|Q9W503,DROME,NA,Q9W503,1,24,3,24,23,12,15,4,14,18,27,16,11,15,6,20,19,16,19,5,12
tr|Q95R34,DROME,NA,Q95R34,1,14,5,23,25,19,11,10,15,19,31,9,6,16,11,28,18,18,19,3,9
sp|P17886,DROME,NA,CRN,1,63,5,43,84,32,21,12,35,50,57,21,25,29,37,64,17,22,33,20,32
sp|O46072,DROME,NA,KZ,1,95,15,69,96,33,57,24,62,89,120,23,40,75,65,75,67,52,96,8,31
sp|O46037,DROME,NA,VINC,1,104,14,50,78,11,46,17,53,51,100,23,40,50,67,70,61,43,64,6,13
sp|P83501,DROME,NA,MSTAB,1,34,23,17,37,20,20,15,26,14,43,14,18,22,15,36,27,30,20,5,12
sp|O46040,DROME,NA,MSTAA,1,37,24,19,33,20,28,18,25,13,39,12,21,23,23,37,17,37,23,5,8
tr|Q9W508,DROME,NA,Q9W508,1,28,7,27,23,27,28,15,26,24,69,20,13,29,16,34,30,25,38,6,19
tr|O46050,DROME,NA,O46050,1,32,15,35,40,14,29,21,32,33,49,12,28,19,24,25,24,24,43,6,16
sp|O46051,DROME,NA,C4D14,1,38,6,33,27,28,26,7,37,33,54,23,19,25,22,28,27,27,29,3,15
tr|Q8MS75,DROME,NA,Q8MS75,1,32,7,20,43,26,26,11,34,23,68,14,21,25,13,38,31,21,32,3,15
tr|A0A0F6T2F9,DROME,NA,A0A0F6T2F9,1,27,6,26,41,29,28,14,32,36,60,17,20,26,12,29,28,21,39,4,17
sp|Q9W517,DROME,NA,WAPL,1,201,17,89,130,30,127,47,57,103,135,26,73,123,74,92,180,116,90,5,26
sp|O46098,DROME,NA,BCN92,1,7,0,6,6,3,2,1,7,6,9,3,5,2,5,13,6,5,2,0,4
sp|P39769,DROME,NA,PHP,1,165,14,32,39,22,113,30,62,61,102,33,61,106,288,29,151,172,97,3,9
tr|Q9U1K6,DROME,NA,Q9U1K6,1,34,7,17,22,13,18,17,26,31,34,13,22,30,14,44,47,30,34,3,13
sp|P09956,DROME,NA,ZEST,1,90,2,17,36,10,30,18,27,28,28,12,25,19,90,18,45,36,33,2,9
tr|Q9W4Y1,DROME,NA,Q9W4Y1,1,21,7,18,15,12,11,10,12,21,21,6,10,7,10,10,13,4,15,0,5
sp|Q9V3J8,DROME,NA,WDS,1,21,9,21,9,11,28,11,17,32,31,2,20,19,9,5,46,25,26,10,9
tr|H0RNN7,DROME,NA,H0RNN7,1,34,13,32,47,18,23,10,22,18,61,12,27,20,32,33,32,21,40,1,17
sp|Q9V3X4,DROME,NA,BSCL2,1,24,4,24,14,16,14,11,23,19,42,14,7,16,12,24,28,18,36,8,16
tr|Q9W4X6,DROME,NA,Q9W4X6,1,18,13,9,15,21,27,7,22,11,34,9,16,7,12,8,20,9,24,6,16
sp|Q9W4X7,DROME,NA,EI3G1,1,23,4,18,18,5,17,4,12,33,15,9,15,14,8,9,17,18,16,4,10
tr|Q9XZ29,DROME,NA,Q9XZ29,1,99,21,81,101,22,56,23,48,87,127,24,60,27,87,90,108,61,70,4,16
tr|Q9W4Y6,DROME,NA,Q9W4Y6,1,65,12,40,49,19,79,33,44,35,87,17,62,82,44,67,95,56,67,12,33
sp|P10735,DROME,NA,RT12,1,9,3,3,3,3,11,5,7,15,13,4,5,9,10,10,8,5,14,0,3
sp|P18431,DROME,NA,SGG,1,54,8,15,24,19,61,9,26,24,43,6,22,30,22,23,45,34,32,2,15
tr|O76863,DROME,NA,O76863,1,34,7,14,27,9,12,15,28,18,38,8,14,15,15,13,26,17,29,1,12
tr|Q8IH73,DROME,NA,Q8IH73,1,25,3,25,18,11,17,5,8,19,27,5,17,18,10,24,24,19,20,2,10
sp|P25028,DROME,NA,FSYA,1,41,20,24,52,16,33,18,35,40,42,19,20,45,44,65,93,40,38,3,8
tr|D3DMD3,DROME,NA,D3DMD3,1,35,8,17,24,18,36,10,19,21,48,11,17,25,28,28,32,21,31,5,10
sp|Q9U1M2,DROME,NA,TM120,1,22,3,12,25,20,19,11,26,28,47,13,18,11,18,22,25,19,18,11,19
tr|M9PIV2,DROME,NA,M9PIV2,1,16,0,10,27,11,5,8,15,18,36,11,21,2,19,16,6,16,13,1,6
sp|Q9W4V8,DROME,NA,TI50C,1,35,2,26,27,18,20,24,16,25,42,12,18,27,28,26,13,20,25,8,16
tr|O76912,DROME,NA,O76912,1,50,11,55,56,22,46,11,24,30,81,20,37,36,54,46,51,24,45,5,31
tr|O76861,DROME,NA,O76861,1,43,0,39,48,8,36,16,17,52,32,18,21,74,19,34,33,25,25,2,10
tr|Q9W4W6,DROME,NA,Q9W4W6,1,39,5,11,9,21,30,4,25,15,52,10,14,11,13,11,24,20,26,4,13
tr|Q9W4W8,DROME,NA,Q9W4W8,1,72,5,40,66,25,63,16,39,59,88,28,22,34,30,52,64,48,49,3,16
sp|O76879,DROME,NA,CCCP,1,19,4,16,15,13,13,4,13,23,35,6,12,10,9,8,19,16,15,5,5
sp|P07207,DROME,NA,NOTCH,1,190,243,173,117,61,289,75,102,98,149,50,203,145,168,96,210,139,99,17,79
tr|Q32UV4,DROME,NA,Q32UV4,1,6,3,8,11,4,8,1,8,8,10,5,4,8,2,8,8,2,7,3,6
sp|P12252,DROME,NA,PDE4B,1,84,10,49,65,35,80,24,46,35,100,27,41,57,82,50,148,71,47,5,14
sp|P11450,DROME,NA,FCP3C,1,18,11,7,17,6,17,7,16,16,25,8,15,21,9,7,30,28,17,2,5
sp|O97172,DROME,NA,U729,1,5,4,8,10,4,6,1,7,10,6,2,5,10,1,1,3,3,8,3,2
tr|F2FB50,DROME,NA,F2FB50,1,54,3,40,88,24,49,7,35,53,50,14,34,82,91,50,73,48,51,3,12
tr|B3DN03,DROME,NA,B3DN03,1,23,1,23,22,5,23,7,13,6,20,4,17,9,24,38,6,2,24,0,2
tr|Q9W4U6,DROME,NA,Q9W4U6,1,15,1,10,10,5,9,4,4,6,17,2,10,10,39,41,16,32,6,0,1
tr|Q1WWF7,DROME,NA,Q1WWF7,1,14,1,12,10,4,7,2,4,10,10,2,12,12,11,6,15,32,9,0,3
tr|Q9W4U4,DROME,NA,Q9W4U4,1,33,2,11,12,5,22,2,15,22,15,4,19,15,24,26,25,29,18,0,6
tr|Q9W4U2,DROME,NA,Q9W4U2,1,31,3,9,15,7,23,0,14,15,19,5,10,8,13,10,17,12,31,0,7
sp|Q08180,DROME,NA,ICCR,1,45,14,39,32,14,60,18,41,30,49,14,32,43,44,37,82,61,71,5,33
tr|D9PTT0,DROME,NA,D9PTT0,1,37,1,9,19,8,15,9,22,11,29,1,14,18,25,17,23,6,24,0,4
tr|Q9W4V3,DROME,NA,Q9W4V3,1,12,3,5,14,2,4,0,2,24,14,1,3,12,11,7,27,52,1,0,1
tr|M9PGD7,DROME,NA,M9PGD7,1,26,8,20,41,24,33,10,17,29,46,4,14,16,28,24,17,16,31,1,7
tr|M9PGK9,DROME,NA,M9PGK9,1,31,10,25,39,30,18,13,20,43,85,8,31,32,20,43,46,25,35,8,12
tr|Q962I2,DROME,NA,Q962I2,1,11,5,17,14,9,10,2,9,17,15,3,6,9,13,11,13,9,16,1,7
sp|P48555,DROME,NA,RALA,1,13,5,17,16,10,11,1,8,19,16,4,5,6,9,15,13,11,15,1,6
tr|Q9W4R1,DROME,NA,Q9W4R1,1,34,5,29,28,19,13,10,28,45,72,14,34,22,21,16,23,30,33,6,15
tr|Q9W4R8,DROME,NA,Q9W4R8,1,9,3,9,11,8,12,1,9,10,22,7,11,6,8,15,3,13,16,6,12
sp|Q86DS1,DROME,NA,F10A2,1,43,4,29,33,18,35,4,14,35,27,7,18,21,19,17,23,9,13,1,7
tr|O77283,DROME,NA,O77283,1,153,29,66,85,32,106,61,53,82,154,42,64,123,202,93,149,89,85,7,37
tr|Q9W4P6,DROME,NA,Q9W4P6,1,65,10,42,51,43,49,4,49,44,82,20,39,51,25,17,58,48,70,11,32
sp|Q9W4P5,DROME,NA,VA0D1,1,29,10,24,27,22,19,9,26,19,37,9,19,13,12,11,14,13,17,1,19
tr|Q9W4P4,DROME,NA,Q9W4P4,1,88,10,60,40,15,27,2,13,34,30,4,13,36,6,13,37,26,31,0,8
tr|Q9W4N9,DROME,NA,Q9W4N9,1,72,24,56,61,45,26,34,51,54,126,25,44,30,49,45,49,38,46,13,23
tr|Q7KVX5,DROME,NA,Q7KVX5,1,16,4,10,19,13,4,3,14,21,31,6,9,18,9,11,16,10,16,1,4
tr|Q9W4N5,DROME,NA,Q9W4N5,1,44,10,33,35,31,47,25,22,20,65,13,22,40,21,32,36,22,35,14,16
