protein,organism,ref,abbrv,chains,Ala,Cys,Asp,Glu,Phe,Gly,His,Ile,Lys,Leu,Met,Asn,Pro,Gln,Arg,Ser,Thr,Val,Trp,Tyr
sp|P37559,BACSU,FOK+20,YABQ,1,11,5,2,3,21,10,3,21,19,37,7,1,3,6,13,5,14,14,5,11
sp|P37471,BACSU,FOK+20,DIVIC,1,5,0,6,15,5,4,0,6,17,14,2,4,0,7,10,11,8,7,1,3
sp|P37560,BACSU,FOK+20,YABR,1,5,0,9,9,5,14,2,8,16,8,2,7,4,4,10,10,4,10,0,1
sp|P37475,BACSU,FOK+20,SP2E,1,68,8,34,60,45,57,24,68,53,92,24,20,19,41,30,63,37,57,3,24
sp|P37561,BACSU,FOK+20,YABS,1,17,2,9,24,7,20,4,14,14,26,12,12,9,15,8,13,15,22,1,1
sp|P37562,BACSU,FOK+20,PKN1,1,26,2,17,13,13,25,3,22,35,32,9,11,17,18,12,25,22,16,4,16
sp|P37563,BACSU,FOK+20,TILS,1,34,8,25,32,21,29,16,27,36,43,10,20,18,27,26,29,25,28,4,14
sp|P37472,BACSU,FOK+20,HGPRT,1,10,0,16,15,7,12,2,17,16,19,5,2,6,2,6,13,7,15,0,10
sp|P37476,BACSU,FOK+20,FTSH,1,47,3,44,50,33,53,9,44,50,55,10,29,22,28,37,23,32,54,1,13
sp|P37564,BACSU,FOK+20,COAX,1,16,3,13,16,8,24,6,29,14,20,9,11,12,7,11,11,15,20,2,11
sp|P37565,BACSU,FOK+20,HSLO,1,21,4,17,28,9,29,4,16,17,28,8,8,11,12,14,12,21,24,1,7
sp|P37566,BACSU,FOK+20,YACD,1,20,2,20,34,9,14,2,22,31,24,4,10,3,10,14,25,18,17,6,12
sp|P37887,BACSU,FOK+20,CYSK,1,34,0,11,27,8,35,3,25,23,25,8,14,17,8,11,15,14,19,0,11
sp|P28820,BACSU,FOK+20,PABB,1,32,1,26,44,24,34,15,31,28,38,12,13,19,22,24,31,26,28,4,18
sp|P28819,BACSU,FOK+20,PABA,1,9,3,10,19,10,15,7,20,10,16,7,6,10,5,7,12,11,12,0,5
sp|P28821,BACSU,FOK+20,PABC,1,15,3,15,27,12,23,6,23,21,33,6,14,9,7,18,15,15,15,4,12
sp|P28822,BACSU,FOK+20,DHPS,1,25,3,23,19,4,23,11,24,20,22,13,10,13,5,11,16,12,24,1,6
sp|P28823,BACSU,FOK+20,FOLB,1,6,2,7,12,4,9,3,7,12,9,2,2,6,6,3,3,8,13,0,6
sp|P29252,BACSU,FOK+20,HPPK,1,13,1,7,20,5,7,4,10,5,17,3,8,6,11,10,8,11,14,2,5
sp|O31417,BACSU,FOK+20,YAZB,1,10,0,3,7,2,6,0,8,4,6,1,2,3,2,6,4,1,2,1,1
sp|P37567,BACSU,FOK+20,DUS1,1,32,6,20,25,8,25,5,19,30,24,15,17,10,11,17,6,15,36,5,7
sp|P37477,BACSU,FOK+20,SYK,1,29,0,33,55,21,32,19,37,28,43,15,16,20,24,33,17,28,30,2,17
sp|P37568,BACSU,FOK+20,CTSR,1,6,1,9,12,2,7,3,21,12,14,8,9,2,6,12,12,4,10,0,4
sp|P37569,BACSU,FOK+20,MCSA,1,8,8,5,18,10,12,11,14,12,12,5,10,4,13,9,17,8,7,0,2
sp|P37570,BACSU,FOK+20,MCSB,1,20,5,15,36,12,23,6,34,14,39,10,19,12,23,26,30,10,19,2,8
sp|P37571,BACSU,FOK+20,CLPC,1,63,1,51,79,18,60,17,57,58,82,16,28,22,36,58,47,42,60,2,13
sp|P37572,BACSU,FOK+20,RADA,1,33,6,13,36,14,42,7,35,26,37,14,16,22,15,26,43,26,38,3,6
sp|P37573,BACSU,FOK+20,DISA,1,24,1,20,33,9,21,7,30,30,45,12,15,11,12,16,16,18,25,0,15
sp|Q06754,BACSU,FOK+20,YACL,1,21,2,23,23,21,26,4,43,26,44,5,16,11,14,11,14,12,39,3,8
sp|Q06755,BACSU,FOK+20,ISPD,1,19,1,14,21,7,15,8,17,16,20,5,4,7,15,12,15,11,20,1,4
sp|Q06756,BACSU,FOK+20,ISPF,1,13,2,12,10,6,19,5,14,12,14,3,2,6,8,5,3,8,12,1,3
sp|P22250,BACSU,FOK+20,SYE,1,24,2,23,59,23,35,11,36,40,43,8,18,18,24,22,21,21,29,6,20
tr|A0A164W1C5,BACIU,FOK+20,A0A164W1C5,1,5,2,0,5,4,6,1,1,6,7,1,2,0,3,7,4,2,3,1,1
sp|Q06752,BACSU,FOK+20,SYC,1,32,3,37,42,21,27,16,30,33,40,10,23,10,18,24,24,22,25,7,22
sp|O31418,BACSU,FOK+20,MRNC,1,12,0,5,13,10,8,3,6,13,16,1,6,2,8,7,11,11,6,0,5
sp|Q06753,BACSU,FOK+20,YACO,1,26,1,12,19,4,20,5,14,20,22,10,9,8,12,13,8,13,23,2,8
sp|P37574,BACSU,FOK+20,YACP,1,15,0,9,19,5,8,3,13,14,15,3,7,2,8,14,6,10,12,3,4
tr|A0A0D1KN15,BACIU,FOK+20,A0A0D1KN15,1,10,2,18,22,9,8,3,20,20,24,5,10,3,10,14,13,8,11,0,8
sp|A7Z0M1,BACVZ,FOK+20,RL333,1,5,4,0,3,0,1,2,1,7,3,2,3,0,0,3,5,7,1,0,2
sp|Q06799,BACSU,FOK+20,SECE,1,1,0,2,3,6,3,0,8,7,5,3,0,1,1,3,3,5,6,1,1
sp|Q06795,BACSU,FOK+20,NUSG,1,4,0,11,19,9,14,1,9,21,8,7,7,8,2,6,8,12,23,2,6
sp|A7Z0M4,BACVZ,FOK+20,RL11,1,20,1,6,10,4,11,0,10,13,6,6,6,10,3,7,5,7,15,0,1
sp|Q06797,BACSU,FOK+20,RL1,1,25,0,15,14,10,22,1,10,30,9,6,9,9,5,7,6,16,31,1,6
sp|P42923,BACSU,FOK+20,RL10,1,21,0,4,21,4,7,1,7,15,18,3,9,4,5,7,11,8,19,0,2
sp|A7Z0M7,BACVZ,FOK+20,RL7,1,21,0,3,21,2,11,0,9,13,12,1,3,3,2,1,4,4,13,0,0
sp|P37872,BACSU,FOK+20,YBXB,1,12,1,11,18,11,13,4,15,21,13,2,9,6,7,6,21,7,16,2,6
sp|P37870,BACSU,FOK+20,RPOB,1,65,4,89,110,36,102,17,79,61,101,31,51,55,40,84,62,57,102,6,41
sp|P37871,BACSU,FOK+20,RPOC,1,82,11,62,98,35,90,21,74,89,117,34,47,54,44,83,51,68,102,7,30
sp|P46350,BACSU,FOK+20,RXL7,1,10,1,4,4,0,6,0,8,10,5,3,0,1,3,1,10,3,12,0,1
sp|P21472,BACSU,FOK+20,RS12,1,8,1,2,5,1,14,4,7,16,8,2,9,8,4,13,9,9,13,0,5
sp|P21469,BACSU,FOK+20,RS7,1,15,0,7,12,3,9,2,8,16,12,7,10,7,3,15,4,7,12,2,5
sp|P80868,BACSU,FOK+20,EFG,1,61,3,43,74,27,58,12,45,39,45,22,23,26,21,37,29,45,58,4,20
sp|P33166,BACSU,FOK+20,EFTU,1,27,2,25,42,13,37,12,25,22,23,14,9,17,8,20,17,33,38,1,11
sp|P70981,BACSU,FOK+20,YBAC,1,14,2,8,18,18,18,21,23,19,32,7,11,14,19,16,27,16,16,5,14
sp|A7Z0N7,BACVZ,FOK+20,RS10,1,7,0,7,6,1,3,3,10,10,9,3,1,6,4,9,7,6,7,0,3
sp|P42920,BACSU,FOK+20,RL3,1,14,0,8,16,6,25,4,12,24,13,6,8,10,8,12,10,8,22,0,3
sp|P42921,BACSU,FOK+20,RL4,1,20,0,7,13,3,17,2,13,18,18,3,12,8,6,14,14,10,24,2,3
sp|A7Z0P0,BACVZ,FOK+20,RL23,1,6,0,7,8,3,4,0,6,14,3,4,3,2,0,9,5,7,11,0,3
sp|P42919,BACSU,FOK+20,RL2,1,16,1,10,12,4,36,7,20,30,16,6,16,17,8,24,15,13,18,2,6
sp|A7Z0P2,BACVZ,FOK+20,RS19,1,4,0,6,4,5,7,5,5,12,4,3,1,4,2,7,5,8,7,1,2
sp|A7Z0P3,BACVZ,FOK+20,RL22,1,15,0,3,7,2,5,2,10,9,7,4,6,5,4,11,7,5,10,0,1
sp|P21465,BACSU,FOK+20,RS3,1,20,0,12,15,2,20,4,16,19,16,4,8,4,8,19,12,11,17,3,8
sp|P14577,BACSU,FOK+20,RL16,1,12,0,0,15,5,16,3,9,16,8,5,2,7,2,14,8,5,11,3,3
sp|A7Z0P6,BACVZ,FOK+20,RL29,1,8,0,1,9,2,1,0,6,7,6,2,4,0,3,8,1,5,3,0,0
sp|P12874,BACSU,FOK+20,RS17,1,4,0,4,7,2,3,2,6,13,3,3,3,1,3,7,4,6,12,0,4
sp|P12875,BACSU,FOK+20,RL14,1,9,2,6,7,3,12,0,11,10,5,2,5,4,3,11,8,7,16,0,1
sp|A7Z0P9,BACVZ,FOK+20,RL24,1,5,0,6,4,1,11,3,4,18,4,4,4,6,5,3,5,4,15,0,1
sp|P12877,BACSU,FOK+20,RL5,1,12,0,11,12,8,13,0,14,18,12,8,7,7,6,12,7,10,17,0,5
sp|A7Z0Q1,BACVZ,FOK+20,RS14Z,1,4,4,0,3,3,3,1,4,10,2,2,0,3,4,7,3,2,3,1,2
sp|P12879,BACSU,FOK+20,RS8,1,10,0,5,11,3,10,1,13,11,11,4,6,4,4,12,6,5,12,1,3
sp|P46898,BACSU,FOK+20,RL6,1,9,0,6,18,2,19,4,8,17,12,3,8,9,2,13,11,10,24,0,4
sp|P46899,BACSU,FOK+20,RL18,1,18,0,8,5,3,9,3,5,11,10,1,5,1,1,11,8,8,10,0,3
sp|P21467,BACSU,FOK+20,RS5,1,16,0,5,14,4,20,2,11,13,17,3,6,7,2,13,7,7,19,0,0
sp|A7Z0Q6,BACVZ,FOK+20,RL30,1,3,0,2,4,0,3,2,4,6,5,2,3,1,3,5,3,5,8,0,0
sp|P19946,BACSU,FOK+20,RL15,1,12,0,1,12,5,24,2,5,17,13,2,10,5,3,9,7,8,10,0,1
sp|P16336,BACSU,FOK+20,SECY,1,33,0,8,9,33,41,4,54,18,38,14,18,16,27,14,23,27,37,3,14
sp|P16304,BACSU,FOK+20,KAD,1,10,4,19,21,5,23,2,13,16,22,6,7,10,8,10,5,11,16,0,9
sp|P19994,BACSU,FOK+20,MAP11,1,13,3,13,20,6,25,10,23,19,17,4,9,13,7,11,13,13,19,2,8
sp|C0H3S8,BACSU,FOK+20,YBZG,1,2,1,2,4,4,5,2,8,6,7,1,7,2,2,2,3,7,7,1,1
sp|A7Z0R1,BACVZ,FOK+20,IF1,1,3,0,4,6,2,5,3,6,5,6,3,2,3,0,5,2,6,8,0,3
sp|A0PXX1,CLONN,FOK+20,RL36,1,0,3,0,2,0,2,1,3,9,0,2,1,3,2,3,1,0,5,0,0
sp|P20282,BACSU,FOK+20,RS13,1,6,0,7,8,1,11,1,12,11,9,1,5,3,3,19,5,7,10,0,2
sp|P04969,BACSU,FOK+20,RS11,1,19,1,2,6,3,12,4,9,9,5,2,6,6,2,14,10,12,8,1,0
sp|P20429,BACSU,FOK+20,RPOA,1,19,1,23,34,5,22,6,26,22,32,5,11,9,9,15,17,24,26,1,7
sp|P20277,BACSU,FOK+20,RL17,1,12,0,6,11,1,8,1,9,7,11,5,5,2,5,16,4,9,4,0,4
sp|P40735,BACSU,FOK+20,ECFA1,1,19,0,16,29,8,23,6,20,14,30,8,14,9,16,16,12,10,24,4,3
sp|P70970,BACSU,FOK+20,ECFA2,1,22,0,14,25,12,25,7,15,21,34,12,6,11,12,13,13,14,15,1,4
sp|P70972,BACSU,FOK+20,ECFT,1,14,1,6,12,19,18,4,25,16,41,12,3,12,6,12,11,21,24,2,6
sp|P70973,BACSU,FOK+20,TRUA,1,24,2,19,13,10,17,11,13,16,19,5,6,9,8,15,12,14,17,3,14
sp|P70974,BACSU,FOK+20,RL13,1,10,0,4,11,1,12,7,8,15,14,6,4,8,3,10,6,12,7,1,6
sp|P21470,BACSU,FOK+20,RS9,1,14,0,4,8,1,14,3,7,8,12,2,3,5,5,16,6,8,9,0,5
sp|P70976,BACSU,FOK+20,YBAJ,1,17,1,19,17,11,19,7,14,22,20,4,13,11,12,6,11,10,31,5,5
sp|P50862,BACSU,FOK+20,YBAK,1,9,3,9,17,12,7,2,10,10,14,5,3,2,7,11,7,4,5,3,7
sp|P50864,BACSU,FOK+20,CWLD,1,14,0,11,16,9,20,4,15,23,28,3,9,11,9,13,16,9,10,4,13
sp|P50863,BACSU,FOK+20,APBC,1,28,1,18,33,13,31,6,21,28,28,14,10,22,9,14,14,14,38,3,7
sp|P16450,BACSU,FOK+20,GERD,1,15,2,19,17,7,5,1,8,29,18,10,4,4,9,1,11,12,7,1,5
sp|P16449,BACSU,FOK+20,KBAA,1,15,1,3,7,29,13,1,13,8,32,8,3,4,6,7,15,6,16,6,5
sp|P50865,BACSU,FOK+20,PDAB,1,24,0,16,12,10,14,7,22,24,18,3,15,9,11,7,17,14,18,4,9
tr|A0A162RQV5,BACIU,FOK+20,A0A162RQV5,1,7,1,2,1,7,6,4,5,3,9,3,3,1,4,2,6,5,3,1,5
sp|P55189,BACSU,FOK+20,YBAR,1,51,2,21,13,30,37,6,51,24,46,21,10,14,16,11,36,25,53,4,7
sp|P55190,BACSU,FOK+20,YBAS,1,31,1,4,5,23,22,5,26,9,45,17,7,17,9,7,25,15,27,6,5
sp|P55192,BACSU,FOK+20,YBBA,1,12,2,7,19,13,22,8,17,15,24,7,9,11,14,11,26,11,7,4,11
sp|P40411,BACSU,FOK+20,FEUC,1,38,2,10,8,19,32,3,40,12,49,11,9,14,9,12,24,9,21,5,9
sp|P40410,BACSU,FOK+20,FEUB,1,30,4,10,4,19,26,6,41,13,43,14,5,14,10,9,38,17,19,3,9
sp|P40409,BACSU,FOK+20,FEUA,1,30,1,21,25,8,13,4,23,44,30,8,13,14,10,3,24,20,15,3,8
sp|P40408,BACSU,FOK+20,BTR,1,41,9,22,37,24,18,18,32,35,53,10,19,18,36,19,44,39,20,8,27
sp|P40407,BACSU,FOK+20,YBBC,1,22,1,22,25,23,34,8,28,35,36,12,16,26,10,12,24,39,22,2,17
sp|P40406,BACSU,FOK+20,NAGZ,1,57,1,34,33,25,44,11,43,58,53,20,31,34,31,25,42,33,48,2,17
sp|O05213,BACSU,FOK+20,AMIE,1,33,1,24,23,22,34,8,27,38,38,13,18,22,18,16,24,35,21,3,23
sp|Q797S1,BACSU,FOK+20,PTXBC,1,50,3,12,16,26,54,6,53,21,61,6,10,20,13,10,26,28,28,1,11
sp|Q45581,BACSU,FOK+20,YBBH,1,38,1,16,14,10,14,9,25,19,29,7,5,8,14,10,24,20,13,1,6
sp|Q45582,BACSU,FOK+20,MURQ,1,38,3,16,21,3,19,9,24,17,21,11,16,9,11,11,20,24,22,0,9
sp|Q45583,BACSU,FOK+20,YBBJ,1,10,1,8,6,10,9,8,9,11,27,3,5,9,5,6,13,6,7,1,6
sp|Q45584,BACSU,FOK+20,YBBK,1,16,4,4,14,3,18,1,12,11,13,3,7,4,1,4,13,9,9,0,5
sp|Q45585,BACSU,FOK+20,SIGW,1,12,1,16,12,4,8,2,22,17,18,5,6,4,8,13,6,9,13,1,10
sp|Q45588,BACSU,FOK+20,RSIW,1,14,3,10,16,9,14,11,11,19,12,8,12,8,6,5,11,11,21,4,3
sp|Q45589,BACSU,FOK+20,CDAA,1,23,1,9,21,9,20,3,28,15,30,8,11,8,9,16,15,17,17,5,8
sp|O34659,BACSU,FOK+20,CDAR,1,22,0,40,33,10,20,4,30,50,28,3,42,25,22,5,51,40,45,2,11
sp|O34824,BACSU,FOK+20,GLMM,1,33,3,34,36,15,49,7,19,32,44,16,18,13,11,17,25,23,41,0,12
sp|P0CI73,BACSU,FOK+20,GLMS,1,66,6,35,46,17,45,14,40,34,60,12,25,17,22,20,27,30,59,2,23
sp|P37878,BACSU,FOK+20,3MGA,1,17,3,15,23,14,13,3,31,24,28,12,17,14,8,16,11,12,19,10,13
sp|P19219,BACSU,FOK+20,ADAA,1,15,7,10,13,10,8,7,19,23,8,6,16,10,8,9,10,14,8,2,8
sp|P19220,BACSU,FOK+20,ADAB,1,14,2,8,13,8,13,2,9,13,18,4,9,10,5,7,9,10,13,4,8
sp|P39755,BACSU,FOK+20,NDHF,1,44,3,7,10,31,45,15,42,8,86,15,6,14,16,22,46,25,41,17,12
sp|O34688,BACSU,FOK+20,YBCC,1,83,10,40,74,29,46,29,48,47,97,17,35,41,43,44,63,35,40,27,23
sp|O34823,BACSU,FOK+20,YBCF,1,7,2,10,14,6,12,5,12,13,14,6,11,8,8,3,12,12,14,1,5
sp|O34795,BACSU,FOK+20,YBCH,1,2,1,5,13,4,4,4,6,7,6,7,6,0,0,5,6,6,9,0,5
sp|O34380,BACSU,FOK+20,YBCI,1,1,2,6,12,2,10,1,13,16,13,4,3,1,2,5,14,7,9,1,2
sp|C0H3S9,BACSU,FOK+20,YBZH,1,7,1,5,9,3,5,2,10,9,11,3,2,3,5,5,5,7,3,1,4
sp|O34663,BACSU,FOK+20,YBCL,1,41,0,5,6,21,41,4,40,14,54,18,8,11,12,5,30,24,36,8,12
sp|O31421,BACSU,FOK+20,YBCM,1,8,4,6,6,3,2,0,6,4,14,4,7,4,2,6,7,6,13,1,1
sp|O31422,BACSU,FOK+20,SKFA,1,7,3,0,2,0,5,1,3,7,2,5,1,3,1,3,5,2,3,2,0
sp|O31423,BACSU,FOK+20,SKFB,1,31,10,24,35,17,27,11,24,26,45,11,17,14,16,15,32,17,23,7,8
sp|O31425,BACSU,FOK+20,SKFC,1,20,5,18,23,33,35,12,46,26,66,14,15,11,21,17,39,25,44,13,13
sp|O31427,BACSU,FOK+20,SKFE,1,15,4,14,17,5,19,6,15,17,28,3,6,11,17,12,11,10,17,4,8
sp|O31428,BACSU,FOK+20,SKFF,1,18,6,7,12,44,30,8,43,15,61,15,7,7,11,14,40,24,42,19,24
sp|O31429,BACSU,FOK+20,SKFG,1,22,6,7,19,5,10,3,14,14,17,4,6,7,5,2,15,3,7,3,2
sp|O31430,BACSU,FOK+20,SKFH,1,3,4,10,7,4,7,4,10,9,16,7,5,7,9,1,8,9,11,4,6
sp|O31431,BACSU,FOK+20,YBDG,1,24,0,17,18,16,18,9,22,31,27,11,12,12,15,12,24,11,25,2,19
sp|O31432,BACSU,FOK+20,YBDJ,1,7,0,17,16,9,14,6,22,19,24,10,10,5,9,12,6,7,17,2,11
sp|O31433,BACSU,FOK+20,YBDK,1,14,2,16,29,16,11,11,25,17,48,11,15,7,12,15,23,16,17,3,12
sp|C0H3T1,BACSU,FOK+20,YBZI,1,17,1,5,1,2,5,0,7,6,6,2,3,2,2,2,4,11,10,0,1
sp|O31435,BACSU,FOK+20,YBDM,1,8,3,12,25,13,14,6,24,24,42,5,8,8,16,11,5,13,8,1,10
sp|O31436,BACSU,FOK+20,YBDN,1,20,0,14,10,13,17,1,18,17,12,8,19,6,12,9,35,34,20,4,16
sp|O31437,BACSU,FOK+20,YBDO,1,26,0,24,31,11,22,5,23,28,27,5,25,10,29,20,37,23,21,2,25
sp|P54425,BACSU,FOK+20,YBXG,1,46,2,7,11,39,53,6,61,17,37,17,16,18,9,10,30,21,33,12,17
sp|P54379,BACSU,FOK+20,CSGA,1,4,2,5,13,2,1,2,2,8,12,3,7,0,4,4,3,1,5,0,4
sp|P54426,BACSU,FOK+20,YBXH,1,2,1,2,12,6,5,5,5,0,2,1,3,2,3,2,2,1,5,0,4
sp|P54427,BACSU,FOK+20,YBXI,1,13,0,19,17,12,20,8,16,23,22,8,9,4,11,12,17,19,20,7,10
sp|O31440,BACSU,FOK+20,CYPC,1,33,5,22,39,23,26,15,18,25,40,15,13,19,13,32,21,15,24,8,11
sp|O31441,BACSU,FOK+20,YBYB,1,3,0,7,5,2,4,2,4,12,6,6,2,6,5,2,7,4,5,0,4
